,elevation,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
GTM.7_1,GTM,Guatemala,GTM.7_1,Guatemala,Department,1378.8
GTM.10_1,GTM,Guatemala,GTM.10_1,Jalapa,Department,1384.0
GTM.4_1,GTM,Guatemala,GTM.4_1,Chiquimula,Department,1250.8333333333333
MTQ.3_1,MTQ,Martinique,MTQ.3_1,Le Trinité,Arrondissement,2043.0
SEN.1_1,SEN,Senegal,SEN.1_1,Dakar,Region,399.0
SEN.4_1,SEN,Senegal,SEN.4_1,Kaffrine,Region,589.46875
SDN.16_1,SDN,Sudan,SDN.16_1,West Darfur,State,438.7647058823529
ETH.11_1,ETH,Ethiopia,ETH.11_1,Tigray,State,679.6375
YEM.3_1,YEM,Yemen,YEM.3_1,Al Bayda',Governorate,294.2
THA.2_1,THA,Thailand,THA.2_1,Ang Thong,Province,939.75
PHL.10_1,PHL,Philippines,PHL.10_1,Bataan,Province,3010.75
PHL.47_1,PHL,Philippines,PHL.47_1,Metropolitan Manila,Province,2475.5
PHL.64_1,PHL,Philippines,PHL.64_1,Rizal,Province,2527.3333333333335
GTM.15_1,GTM,Guatemala,GTM.15_1,Retalhuleu,Department,2210.0
GTM.20_1,GTM,Guatemala,GTM.20_1,Suchitepéquez,Department,2515.1666666666665
GTM.16_1,GTM,Guatemala,GTM.16_1,Sacatepéquez,Department,1398.0
HND.14_1,HND,Honduras,HND.14_1,Ocotepeque,Department,1481.6
HND.10_1,HND,Honduras,HND.10_1,Intibucá,Department,1681.4166666666667
MTQ.2_1,MTQ,Martinique,MTQ.2_1,Le Marin,Arrondissement,1998.0
SEN.3_1,SEN,Senegal,SEN.3_1,Fatick,Region,617.0
THA.46_1,THA,Thailand,THA.46_1,Phra Nakhon Si Ayutthaya,Province,1038.75
VNM.8_1,VNM,Vietnam,VNM.8_1,Bình Định,Province,1521.7368421052631
GTM.6_1,GTM,Guatemala,GTM.6_1,Escuintla,Department,2205.5333333333333
GTM.18_1,GTM,Guatemala,GTM.18_1,Santa Rosa,Department,1773.3333333333333
GTM.11_1,GTM,Guatemala,GTM.11_1,Jutiapa,Department,1442.8
SLV.12_1,SLV,El Salvador,SLV.12_1,Santa Ana,Department,1521.6
NIC.9_1,NIC,Nicaragua,NIC.9_1,Jinotega,Department,1876.6
SEN.5_1,SEN,Senegal,SEN.5_1,Kaolack,Region,619.6
NER.3_1,NER,Niger,NER.3_1,Dosso,Department,522.0515463917526
TCD.10_1,TCD,Chad,TCD.10_1,Lac,Region,239.66666666666666
ETH.2_1,ETH,Ethiopia,ETH.2_1,Afar,State,349.13475177304963
YEM.14_1,YEM,Yemen,YEM.14_1,Ibb,Governorate,402.5625
THA.26_1,THA,Thailand,THA.26_1,Nakhon Nayok,Province,1310.6666666666667
THA.49_1,THA,Thailand,THA.49_1,Prachin Buri,Province,1361.9333333333334
KHM.15_1,KHM,Cambodia,KHM.15_1,Otdar Mean Chey,Province,1366.357142857143
KHM.22_1,KHM,Cambodia,KHM.22_1,Stœng Trêng,Province,2031.2051282051282
KHM.20_1,KHM,Cambodia,KHM.20_1,Rôtânôkiri,Province,2356.0588235294117
VNM.21_1,VNM,Vietnam,VNM.21_1,Gia Lai,Province,1861.0212765957447
PHL.24_1,PHL,Philippines,PHL.24_1,Cavite,Province,2190.0
PHL.40_1,PHL,Philippines,PHL.40_1,Laguna,Province,2115.4444444444443
SLV.3_1,SLV,El Salvador,SLV.3_1,Chalatenango,Department,1668.1666666666667
HND.12_1,HND,Honduras,HND.12_1,La Paz,Department,1624.7142857142858
HND.7_1,HND,Honduras,HND.7_1,El Paraíso,Department,1217.142857142857
BFA.10_1,BFA,Burkina Faso,BFA.10_1,Nord,Region,575.38
TCD.17_1,TCD,Chad,TCD.17_1,Ouaddaï,Region,418.69662921348316
YEM.2_1,YEM,Yemen,YEM.2_1,Abyan,Governorate,109.46938775510205
THA.37_1,THA,Thailand,THA.37_1,Pathum Thani,Province,1136.0
KHM.18_1,KHM,Cambodia,KHM.18_1,Preah Vihéar,Province,1647.3846153846155
PHL.19_1,PHL,Philippines,PHL.19_1,Camarines Norte,Province,2950.5
SDN.17_1,SDN,Sudan,SDN.17_1,West Kurdufan,State,471.85545722713863
YEM.4_1,YEM,Yemen,YEM.4_1,Al Dali',Governorate,341.9166666666667
THA.27_1,THA,Thailand,THA.27_1,Nakhon Pathom,Province,1024.2857142857142
THA.55_1,THA,Thailand,THA.55_1,Sa Kaeo,Province,1305.4285714285713
KHM.1_1,KHM,Cambodia,KHM.1_1,Bântéay Méanchey,Province,1124.35
KHM.21_1,KHM,Cambodia,KHM.21_1,Siemréab,Province,1333.175
PHL.12_1,PHL,Philippines,PHL.12_1,Batangas,Province,1993.375
SLV.1_1,SLV,El Salvador,SLV.1_1,Ahuachapán,Department,1769.75
SLV.5_1,SLV,El Salvador,SLV.5_1,La Libertad,Department,1821.2
SLV.4_1,SLV,El Salvador,SLV.4_1,Cuscatlán,Department,1900.5
SLV.2_1,SLV,El Salvador,SLV.2_1,Cabañas,Department,1942.25
SLV.8_1,SLV,El Salvador,SLV.8_1,Morazán,Department,1923.0
NIC.16_1,NIC,Nicaragua,NIC.16_1,Nueva Segovia,Department,1288.6
LCA.5_1,LCA,Saint Lucia,LCA.5_1,Dennery,Quarter,2083.0
BFA.4_1,BFA,Burkina Faso,BFA.4_1,Centre-Nord,Region,592.6065573770492
SDN.13_1,SDN,Sudan,SDN.13_1,Sennar,State,548.1452991452992
YEM.15_1,YEM,Yemen,YEM.15_1,Lahij,Governorate,125.24324324324324
THA.52_1,THA,Thailand,THA.52_1,Ratchaburi,Province,1020.0
THA.36_1,THA,Thailand,THA.36_1,Nonthaburi,Province,1108.0
THA.3_1,THA,Thailand,THA.3_1,Bangkok Metropolis,Province,1251.6666666666667
THA.6_1,THA,Thailand,THA.6_1,Chachoengsao,Province,1365.8823529411766
PHL.20_1,PHL,Philippines,PHL.20_1,Camarines Sur,Province,2830.176470588235
PHL.23_1,PHL,Philippines,PHL.23_1,Catanduanes,Province,3556.5
SLV.13_1,SLV,El Salvador,SLV.13_1,Sonsonate,Department,1808.75
SLV.10_1,SLV,El Salvador,SLV.10_1,San Salvador,Department,1889.5
SLV.11_1,SLV,El Salvador,SLV.11_1,San Vicente,Department,1970.0
SLV.9_1,SLV,El Salvador,SLV.9_1,San Miguel,Department,1881.8333333333333
SLV.7_1,SLV,El Salvador,SLV.7_1,La Unión,Department,1862.0
HND.2_1,HND,Honduras,HND.2_1,Choluteca,Department,1400.6923076923076
GMB.3_1,GMB,Gambia,GMB.3_1,Maccarthy Island,Division,718.5555555555555
NGA.34_1,NGA,Nigeria,NGA.34_1,Sokoto,State,582.7802197802198
YEM.21_1,YEM,Yemen,YEM.21_1,Ta`izz,Governorate,216.55172413793105
PHL.57_1,PHL,Philippines,PHL.57_1,Occidental Mindoro,Province,2632.0
SLV.6_1,SLV,El Salvador,SLV.6_1,La Paz,Department,1929.0
SLV.14_1,SLV,El Salvador,SLV.14_1,Usulután,Department,1926.0
HND.17_1,HND,Honduras,HND.17_1,Valle,Department,1678.0
NIC.12_1,NIC,Nicaragua,NIC.12_1,Madriz,Department,1110.0
GMB.4_1,GMB,Gambia,GMB.4_1,North Bank,Division,754.8888888888889
SEN.7_1,SEN,Senegal,SEN.7_1,Kolda,Region,954.8604651162791
BFA.1_1,BFA,Burkina Faso,BFA.1_1,Boucle du Mouhoun,Region,750.6603773584906
NER.5_1,NER,Niger,NER.5_1,Niamey,Capital District,461.0
NGA.8_1,NGA,Nigeria,NGA.8_1,Borno,State,558.2924528301887
ETH.3_1,ETH,Ethiopia,ETH.3_1,Amhara,State,1062.2662337662337
THA.58_1,THA,Thailand,THA.58_1,Samut Sakhon,Province,1102.0
THA.57_1,THA,Thailand,THA.57_1,Samut Prakan,Province,1343.0
VNM.45_1,VNM,Vietnam,VNM.45_1,Phú Yên,Province,1380.9285714285713
GUM.18_1,GUM,Guam,GUM.18_1,Yigo,Municipality,2191.0
NIC.7_1,NIC,Nicaragua,NIC.7_1,Estelí,Department,1207.625
GMB.2_1,GMB,Gambia,GMB.2_1,Lower River,Division,793.0
GMB.5_1,GMB,Gambia,GMB.5_1,Upper River,Division,805.8
SEN.6_1,SEN,Senegal,SEN.6_1,Kédougou,Region,1026.42
BFA.8_1,BFA,Burkina Faso,BFA.8_1,Est,Region,735.0863309352518
SDN.4_1,SDN,Sudan,SDN.4_1,Central Darfur,State,592.5277777777778
IND.31_1,IND,India,IND.31_1,Tamil Nadu,State,964.7564102564103
IND.1_1,IND,India,IND.1_1,Andaman and Nicobar,Union Territory,2753.5652173913045
THA.59_1,THA,Thailand,THA.59_1,Samut Songkhram,Province,996.0
THA.12_1,THA,Thailand,THA.12_1,Chon Buri,Province,1306.5714285714287
KHM.2_1,KHM,Cambodia,KHM.2_1,Batdâmbâng,Province,1435.735294117647
PHL.58_1,PHL,Philippines,PHL.58_1,Oriental Mindoro,Province,2680.5714285714284
PHL.45_1,PHL,Philippines,PHL.45_1,Marinduque,Province,1978.0
GUM.19_1,GUM,Guam,GUM.19_1,Yona,Municipality,2257.0
NIC.5_1,NIC,Nicaragua,NIC.5_1,Chinandega,Department,1698.5
NIC.15_1,NIC,Nicaragua,NIC.15_1,Matagalpa,Department,1768.6923076923076
NIC.2_1,NIC,Nicaragua,NIC.2_1,Atlántico Sur,Autonomous Region,2765.434210526316
VCT.6_1,VCT,Saint Vincent and the Grenadines,VCT.6_1,Saint Patrick,Parish,2084.0
BRB.2_1,BRB,Barbados,BRB.2_1,Saint Andrew,Parish,1563.0
GMB.6_1,GMB,Gambia,GMB.6_1,Western,Division,964.3333333333334
SEN.11_1,SEN,Senegal,SEN.11_1,Sédhiou,Region,1005.0
NGA.21_1,NGA,Nigeria,NGA.21_1,Katsina,State,707.5
NGA.36_1,NGA,Nigeria,NGA.36_1,Yobe,State,483.22962962962964
TCD.8_1,TCD,Chad,TCD.8_1,Hadjer-Lamis,Region,436.9021739130435
THA.43_1,THA,Thailand,THA.43_1,Phetchaburi,Province,965.7777777777778
THA.9_1,THA,Thailand,THA.9_1,Chanthaburi,Province,2071.7368421052633
KHM.6_1,KHM,Cambodia,KHM.6_1,Kâmpóng Thum,Province,1565.575
KHM.11_1,KHM,Cambodia,KHM.11_1,Krâchéh,Province,1888.4722222222222
KHM.14_1,KHM,Cambodia,KHM.14_1,Môndól Kiri,Province,2044.5128205128206
VNM.15_1,VNM,Vietnam,VNM.15_1,Đắk Lắk,Province,1617.5897435897436
PHL.5_1,PHL,Philippines,PHL.5_1,Albay,Province,3085.5714285714284
NIC.11_1,NIC,Nicaragua,NIC.11_1,León,Department,1508.7333333333333
BRB.1_1,BRB,Barbados,BRB.1_1,Christ Church,Parish,1607.0
SEN.14_1,SEN,Senegal,SEN.14_1,Ziguinchor,Region,1184.8695652173913
NGA.22_1,NGA,Nigeria,NGA.22_1,Kebbi,State,846.25
NGA.37_1,NGA,Nigeria,NGA.37_1,Zamfara,State,802.2912621359224
SDN.14_1,SDN,Sudan,SDN.14_1,South Darfur,State,636.3220338983051
THA.53_1,THA,Thailand,THA.53_1,Rayong,Province,1566.8
NGA.18_1,NGA,Nigeria,NGA.18_1,Jigawa,State,645.3802816901408
CMR.4_1,CMR,Cameroon,CMR.4_1,Extrême-Nord,Region,689.51
TCD.7_1,TCD,Chad,TCD.7_1,Guéra,Region,692.8166666666667
TCD.19_1,TCD,Chad,TCD.19_1,Sila,Region,598.3055555555555
SDN.5_1,SDN,Sudan,SDN.5_1,East Darfur,State,518.1867469879518
YEM.1_1,YEM,Yemen,YEM.1_1,`Adan,Governorate,51.0
KHM.12_1,KHM,Cambodia,KHM.12_1,Krong Pailin,Municipality,1968.5
KHM.17_1,KHM,Cambodia,KHM.17_1,Pouthisat,Province,1765.4571428571428
PHL.65_1,PHL,Philippines,PHL.65_1,Romblon,Province,2482.8
PHL.69_1,PHL,Philippines,PHL.69_1,Sorsogon,Province,3009.8333333333335
NIC.3_1,NIC,Nicaragua,NIC.3_1,Boaco,Department,1714.7692307692307
MLI.8_1,MLI,Mali,MLI.8_1,Sikasso,Region,1035.245283018868
BFA.5_1,BFA,Burkina Faso,BFA.5_1,Centre-Ouest,Region,813.5538461538462
BFA.11_1,BFA,Burkina Faso,BFA.11_1,Plateau-Central,Region,727.16
SDN.15_1,SDN,Sudan,SDN.15_1,South Kurdufan,State,626.5892116182573
IND.17_1,IND,India,IND.17_1,Kerala,State,2920.6761904761906
VNM.16_1,VNM,Vietnam,VNM.16_1,Đắk Nông,Province,1975.9545454545455
VNM.32_1,VNM,Vietnam,VNM.32_1,Khánh Hòa,Province,1229.8666666666666
NIC.13_1,NIC,Nicaragua,NIC.13_1,Managua,Department,1386.4615384615386
NIC.6_1,NIC,Nicaragua,NIC.6_1,Chontales,Department,1832.2
GNB.7_1,GNB,Guinea-Bissau,GNB.7_1,Oio,Region,1416.2
GNB.1_1,GNB,Guinea-Bissau,GNB.1_1,Bafatá,Region,1544.4705882352941
GNB.6_1,GNB,Guinea-Bissau,GNB.6_1,Gabú,Region,1554.142857142857
GIN.1_1,GIN,Guinea,GIN.1_1,Boké,Region,2223.0714285714284
BFA.7_1,BFA,Burkina Faso,BFA.7_1,Centre,Region,733.75
DJI.4_1,DJI,Djibouti,DJI.4_1,Obock,Region,121.16666666666667
THA.50_1,THA,Thailand,THA.50_1,Prachuap Khiri Khan,Province,1230.4736842105262
THA.71_1,THA,Thailand,THA.71_1,Trat,Province,3093.6666666666665
KHM.4_1,KHM,Cambodia,KHM.4_1,Kâmpóng Chhnang,Province,1484.9333333333334
PHL.46_1,PHL,Philippines,PHL.46_1,Masbate,Province,2247.2
COL.18_1,COL,Colombia,COL.18_1,La Guajira,Department,873.9516129032259
GNB.5_1,GNB,Guinea-Bissau,GNB.5_1,Cacheu,Region,1483.4
GIN.6_1,GIN,Guinea,GIN.6_1,Labé,Region,1399.4571428571428
GIN.4_1,GIN,Guinea,GIN.4_1,Kankan,Region,1456.766355140187
BFA.3_1,BFA,Burkina Faso,BFA.3_1,Centre-Est,Region,837.925
NGA.20_1,NGA,Nigeria,NGA.20_1,Kano,State,838.8032786885246
NGA.5_1,NGA,Nigeria,NGA.5_1,Bauchi,State,903.0337837837837
TCD.4_1,TCD,Chad,TCD.4_1,Chari-Baguirmi,Region,651.4852941176471
SDN.3_1,SDN,Sudan,SDN.3_1,Blue Nile,State,748.8303571428571
DJI.5_1,DJI,Djibouti,DJI.5_1,Tadjourah,Region,200.9
KHM.3_1,KHM,Cambodia,KHM.3_1,Kâmpóng Cham,Province,1651.357142857143
PHL.54_1,PHL,Philippines,PHL.54_1,Northern Samar,Province,3196.0
BES.1_1,BES,"Bonaire, Sint Eustatius and Saba",BES.1_1,Bonaire,Municipality,511.5
BEN.1_1,BEN,Benin,BEN.1_1,Alibori,Department,913.7692307692307
KHM.25_1,KHM,Cambodia,KHM.25_1,Tbong Khmum,Province,2005.125
VNM.37_1,VNM,Vietnam,VNM.37_1,Lâm Đồng,Province,1896.6296296296296
PHL.59_1,PHL,Philippines,PHL.59_1,Palawan,Province,2003.5116279069769
PHL.66_1,PHL,Philippines,PHL.66_1,Samar,Province,3154.5882352941176
PHL.31_1,PHL,Philippines,PHL.31_1,Eastern Samar,Province,3545.3333333333335
NIC.14_1,NIC,Nicaragua,NIC.14_1,Masaya,Department,1423.0
NIC.8_1,NIC,Nicaragua,NIC.8_1,Granada,Department,1443.0
VEN.12_1,VEN,Venezuela,VEN.12_1,Falcón,State,784.1375
GRD.4_1,GRD,Grenada,GRD.4_1,Saint George,Parish,1790.0
GIN.3_1,GIN,Guinea,GIN.3_1,Faranah,Region,1666.647619047619
BFA.6_1,BFA,Burkina Faso,BFA.6_1,Centre-Sud,Region,849.7222222222222
TCD.22_1,TCD,Chad,TCD.22_1,Ville de N'Djamena,Region,497.0
SSD.7_1,SSD,South Sudan,SSD.7_1,Upper Nile,State,714.65625
IND.27_1,IND,India,IND.27_1,Puducherry,Union Territory,2063.6666666666665
KHM.9_1,KHM,Cambodia,KHM.9_1,Kaôh Kong,Province,2805.4473684210525
VNM.10_1,VNM,Vietnam,VNM.10_1,Bình Phước,Province,2391.222222222222
VNM.43_1,VNM,Vietnam,VNM.43_1,Ninh Thuận,Province,1172.1
NIC.4_1,NIC,Nicaragua,NIC.4_1,Carazo,Department,1381.0
NIC.10_1,NIC,Nicaragua,NIC.10_1,Lago Nicaragua,Water body,1858.04
GNB.2_1,GNB,Guinea-Bissau,GNB.2_1,Biombo,Region,1641.0
GNB.3_1,GNB,Guinea-Bissau,GNB.3_1,Bissau,Autonomous Sector,1602.0
GNB.8_1,GNB,Guinea-Bissau,GNB.8_1,Quinara,Region,1979.4
BFA.9_1,BFA,Burkina Faso,BFA.9_1,Haut-Bassins,Region,963.6666666666666
TCD.18_1,TCD,Chad,TCD.18_1,Salamat,Region,782.2821782178218
ETH.4_1,ETH,Ethiopia,ETH.4_1,Benshangul-Gumaz,State,1302.2789115646258
SOM.4_1,SOM,Somalia,SOM.4_1,Bari,Region,75.59313725490196
KHM.5_1,KHM,Cambodia,KHM.5_1,Kâmpóng Spœ,Province,1503.15
NIC.17_1,NIC,Nicaragua,NIC.17_1,Río San Juan,Department,2828.2727272727275
VEN.25_1,VEN,Venezuela,VEN.25_1,Zulia,State,1350.3435114503816
DJI.2_1,DJI,Djibouti,DJI.2_1,Dikhil,Region,168.30434782608697
KHM.8_1,KHM,Cambodia,KHM.8_1,Kândal,Province,1289.6
KHM.19_1,KHM,Cambodia,KHM.19_1,Prey Vêng,Province,1402.6923076923076
VNM.53_1,VNM,Vietnam,VNM.53_1,Tây Ninh,Province,1958.6153846153845
PHL.6_1,PHL,Philippines,PHL.6_1,Antique,Province,3150.3333333333335
PHL.4_1,PHL,Philippines,PHL.4_1,Aklan,Province,3157.25
NIC.18_1,NIC,Nicaragua,NIC.18_1,Rivas,Department,1727.2
GNB.4_1,GNB,Guinea-Bissau,GNB.4_1,Bolama,Region,2226.1666666666665
GNB.9_1,GNB,Guinea-Bissau,GNB.9_1,Tombali,Region,2242.1428571428573
DJI.3_1,DJI,Djibouti,DJI.3_1,Djibouti,City,161.5
KHM.16_1,KHM,Cambodia,KHM.16_1,Phnom Penh,Municipality,1318.0
KHM.23_1,KHM,Cambodia,KHM.23_1,Svay Rieng,Province,1552.125
PHL.22_1,PHL,Philippines,PHL.22_1,Capiz,Province,2544.5555555555557
PHL.14_1,PHL,Philippines,PHL.14_1,Biliran,Province,2539.0
BEN.2_1,BEN,Benin,BEN.2_1,Atakora,Department,1046.734375
NGA.19_1,NGA,Nigeria,NGA.19_1,Kaduna,State,1203.8805970149253
DJI.1_1,DJI,Djibouti,DJI.1_1,Ali Sabieh,Region,182.71428571428572
SOM.1_1,SOM,Somalia,SOM.1_1,Awdal,Region,225.36170212765958
VNM.9_1,VNM,Vietnam,VNM.9_1,Bình Dương,Province,2198.9
VNM.17_1,VNM,Vietnam,VNM.17_1,Đồng Nai,Province,2281.6666666666665
VNM.11_1,VNM,Vietnam,VNM.11_1,Bình Thuận,Province,1614.375
PHL.36_1,PHL,Philippines,PHL.36_1,Iloilo,Province,2335.0
PHL.43_1,PHL,Philippines,PHL.43_1,Leyte,Province,2607.176470588235
COL.19_1,COL,Colombia,COL.19_1,Magdalena,Department,1456.3384615384616
TTO.14_1,TTO,Trinidad and Tobago,TTO.14_1,Tobago,Region,2221.0
GIN.5_1,GIN,Guinea,GIN.5_1,Kindia,Region,2631.0131578947367
GIN.7_1,GIN,Guinea,GIN.7_1,Mamou,Region,1804.7818181818182
BFA.13_1,BFA,Burkina Faso,BFA.13_1,Sud-Ouest,Region,980.8478260869565
NGA.27_1,NGA,Nigeria,NGA.27_1,Niger,State,1126.4619047619049
NGA.16_1,NGA,Nigeria,NGA.16_1,Gombe,State,880.2075471698113
SOM.13_1,SOM,Somalia,SOM.13_1,Sanaag,Region,134.975
KHM.24_1,KHM,Cambodia,KHM.24_1,Takêv,Province,1400.0
PHL.25_1,PHL,Philippines,PHL.25_1,Cebu,Province,1764.1333333333334
CRI.3_1,CRI,Costa Rica,CRI.3_1,Guanacaste,Province,2009.9666666666667
VEN.18_1,VEN,Venezuela,VEN.18_1,Nueva Esparta,State,788.0
GHA.7_1,GHA,Ghana,GHA.7_1,Upper East,Region,965.1428571428571
TGO.5_1,TGO,Togo,TGO.5_1,Savanes,Region,1051.851851851852
TCD.14_1,TCD,Chad,TCD.14_1,Mayo-Kebbi Est,Region,798.2
KHM.7_1,KHM,Cambodia,KHM.7_1,Kâmpôt,Province,2186.923076923077
CRI.1_1,CRI,Costa Rica,CRI.1_1,Alajuela,Province,3086.6428571428573
COL.4_1,COL,Colombia,COL.4_1,Atlántico,Department,1082.357142857143
VEN.10_1,VEN,Venezuela,VEN.10_1,Dependencias Federales,State,718.0
BFA.2_1,BFA,Burkina Faso,BFA.2_1,Cascades,Region,1085.875
GHA.8_1,GHA,Ghana,GHA.8_1,Upper West,Region,968.0333333333333
CAF.17_1,CAF,Central African Republic,CAF.17_1,Vakaga,Prefecture,812.726618705036
ETH.9_1,ETH,Ethiopia,ETH.9_1,Somali,State,360.30970556161395
THA.13_1,THA,Thailand,THA.13_1,Chumphon,Province,2226.4285714285716
KHM.13_1,KHM,Cambodia,KHM.13_1,Krong Preah Sihanouk,Municipality,2998.6
VNM.1_1,VNM,Vietnam,VNM.1_1,An Giang,Province,1440.2222222222222
VNM.18_1,VNM,Vietnam,VNM.18_1,Đồng Tháp,Province,1412.0
VNM.39_1,VNM,Vietnam,VNM.39_1,Long An,Province,1546.857142857143
VNM.25_1,VNM,Vietnam,VNM.25_1,Hồ Chí Minh,City,1711.1666666666667
PHL.51_1,PHL,Philippines,PHL.51_1,Negros Occidental,Province,2388.5652173913045
CRI.4_1,CRI,Costa Rica,CRI.4_1,Heredia,Province,3534.777777777778
CRI.5_1,CRI,Costa Rica,CRI.5_1,Limón,Province,3443.9583333333335
COL.11_1,COL,Colombia,COL.11_1,Cesar,Department,1697.144927536232
VEN.14_1,VEN,Venezuela,VEN.14_1,Lara,State,921.2830188679245
VEN.24_1,VEN,Venezuela,VEN.24_1,Yaracuy,State,1098.3333333333333
TTO.11_1,TTO,Trinidad and Tobago,TTO.11_1,San Juan-Laventille,Region,1914.0
TTO.15_1,TTO,Trinidad and Tobago,TTO.15_1,Tunapuna/Piarco,Region,1895.5
TTO.12_1,TTO,Trinidad and Tobago,TTO.12_1,Sangre Grande,Region,2185.0
NGA.2_1,NGA,Nigeria,NGA.2_1,Adamawa,State,1093.9019607843138
SOM.18_1,SOM,Somalia,SOM.18_1,Woqooyi Galbeed,Region,282.7088607594937
VNM.7_1,VNM,Vietnam,VNM.7_1,Bà Rịa - Vũng Tàu,Province,2059.6666666666665
COL.5_1,COL,Colombia,COL.5_1,Bolívar,Department,2283.7763157894738
VEN.7_1,VEN,Venezuela,VEN.7_1,Carabobo,State,1076.9285714285713
VEN.23_1,VEN,Venezuela,VEN.23_1,Vargas,State,1001.4
VEN.16_1,VEN,Venezuela,VEN.16_1,Miranda,State,1219.7083333333333
VEN.20_1,VEN,Venezuela,VEN.20_1,Sucre,State,1154.2941176470588
TTO.3_1,TTO,Trinidad and Tobago,TTO.3_1,Couva-Tabaquite-Talparo,Region,2024.0
CIV.10_1,CIV,Côte d'Ivoire,CIV.10_1,Savanes,District,1153.8524590163934
GHA.6_1,GHA,Ghana,GHA.6_1,Northern,Region,1089.1940298507463
BEN.4_1,BEN,Benin,BEN.4_1,Borgou,Department,1070.581081081081
THA.51_1,THA,Thailand,THA.51_1,Ranong,Province,3168.25
VNM.58_1,VNM,Vietnam,VNM.58_1,Tiền Giang,Province,1375.857142857143
PHL.32_1,PHL,Philippines,PHL.32_1,Guimaras,Province,2328.0
VEN.4_1,VEN,Venezuela,VEN.4_1,Aragua,State,1077.142857142857
TTO.5_1,TTO,Trinidad and Tobago,TTO.5_1,Mayaro/Rio Claro,Region,2124.5
CIV.4_1,CIV,Côte d'Ivoire,CIV.4_1,Denguélé,District,1329.915254237288
TCD.16_1,TCD,Chad,TCD.16_1,Moyen-Chari,Region,952.8976377952756
VNM.33_1,VNM,Vietnam,VNM.33_1,Kiên Giang,Province,1931.9411764705883
PHL.71_1,PHL,Philippines,PHL.71_1,Southern Leyte,Province,2902.0
CRI.6_1,CRI,Costa Rica,CRI.6_1,Puntarenas,Province,2942.939393939394
VEN.2_1,VEN,Venezuela,VEN.2_1,Anzoátegui,State,1132.6739130434783
VEN.17_1,VEN,Venezuela,VEN.17_1,Monagas,State,1216.235294117647
TTO.9_1,TTO,Trinidad and Tobago,TTO.9_1,Princes Town,Region,1866.0
NGA.32_1,NGA,Nigeria,NGA.32_1,Plateau,State,1214.0740740740741
TCD.20_1,TCD,Chad,TCD.20_1,Tandjilé,Region,933.9629629629629
SSD.9_1,SSD,South Sudan,SSD.9_1,West Bahr-al-Ghazal,State,1051.9019607843138
SSD.6_1,SSD,South Sudan,SSD.6_1,Unity,State,794.7663551401869
ETH.8_1,ETH,Ethiopia,ETH.8_1,Oromia,State,987.2884012539186
VNM.12_1,VNM,Vietnam,VNM.12_1,Cần Thơ,City,1530.0
VNM.61_1,VNM,Vietnam,VNM.61_1,Vĩnh Long,Province,1426.5
VNM.6_1,VNM,Vietnam,VNM.6_1,Bến Tre,Province,1376.5
PHL.52_1,PHL,Philippines,PHL.52_1,Negros Oriental,Province,2233.0
PHL.30_1,PHL,Philippines,PHL.30_1,Dinagat Islands,Province,3650.0
CRI.2_1,CRI,Costa Rica,CRI.2_1,Cartago,Province,3077.2727272727275
VEN.8_1,VEN,Venezuela,VEN.8_1,Cojedes,State,1303.1521739130435
TTO.13_1,TTO,Trinidad and Tobago,TTO.13_1,Siparia,Region,1760.0
TTO.6_1,TTO,Trinidad and Tobago,TTO.6_1,Penal-Debe,Region,1800.0
TGO.2_1,TGO,Togo,TGO.2_1,Kara,Region,1244.8235294117646
NGA.24_1,NGA,Nigeria,NGA.24_1,Kwara,State,1125.7169811320755
CMR.7_1,CMR,Cameroon,CMR.7_1,Nord,Region,1155.5154639175257
SOM.17_1,SOM,Somalia,SOM.17_1,Togdheer,Region,247.4811320754717
PHL.15_1,PHL,Philippines,PHL.15_1,Bohol,Province,1777.75
CRI.7_1,CRI,Costa Rica,CRI.7_1,San José,Province,2685.133333333333
COL.28_1,COL,Colombia,COL.28_1,Sucre,Department,1876.5
VEN.22_1,VEN,Venezuela,VEN.22_1,Trujillo,State,1107.5454545454545
VEN.13_1,VEN,Venezuela,VEN.13_1,Guárico,State,1243.11
VEN.9_1,VEN,Venezuela,VEN.9_1,Delta Amacuro,State,1749.892561983471
SLE.2_1,SLE,Sierra Leone,SLE.2_1,Northern,Province,2604.3809523809523
CIV.14_1,CIV,Côte d'Ivoire,CIV.14_1,Zanzan,District,1054.9099099099099
BEN.6_1,BEN,Benin,BEN.6_1,Donga,Department,1148.96875
TCD.15_1,TCD,Chad,TCD.15_1,Mayo-Kebbi Ouest,Region,964.2307692307693
SOM.16_1,SOM,Somalia,SOM.16_1,Sool,Region,137.19266055045873
VNM.24_1,VNM,Vietnam,VNM.24_1,Hậu Giang,Province,1716.2
VNM.51_1,VNM,Vietnam,VNM.51_1,Sóc Trăng,Province,1754.6666666666667
VNM.59_1,VNM,Vietnam,VNM.59_1,Trà Vinh,Province,1527.8333333333333
PHL.74_1,PHL,Philippines,PHL.74_1,Surigao del Norte,Province,4052.625
VEN.19_1,VEN,Venezuela,VEN.19_1,Portuguesa,State,1423.5714285714287
GIN.2_1,GIN,Guinea,GIN.2_1,Conakry,Region,3567.0
SSD.5_1,SSD,South Sudan,SSD.5_1,North Bahr-al-Ghazal,State,872.6947368421053
